# Monte Carlo Subset of Amateur Radio Paths
# Source File: ham_data/20181215_14000-14350kHz_hamSpot.pkl.bz2
#
# Date: 15 December 2018
# Frequency Range: 14.000 - 14.350 MHz
#
# Region: CONUS
#   Lat Limits: (20, 55)
#   Lon Limits: (-130, -56)
#
# N Paths: 3000
# np.random.default_rng() seed: 4888015518515571309
#
call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,pthlen,latcen,loncen,azm
K7K,39.0,-77.0,K5PQ,34.9688,-91.4958,1361.4910964963478,37.20537648958096,-84.44103682110789,255.2815348013898
K7KEY,42.1604,-121.6792,KE0PDU,39.6896,-104.8792,1435.4583001454178,41.230984588397,-113.12101241657209,95.41051184822476
K7MHJ,47.5272,-121.8755,W7IDG,45.4792,-122.4583,232.0526470976925,46.503569867284504,-122.1723892807012,191.29451777004058
K7MO,47.1968,-122.4511,KY8R,33.6688,-112.3625,1726.344497818504,40.54146615921452,-116.89572354547951,146.99846765695816
K7NWP,46.1707,-119.103,AA5JJ,35.7292,-95.375,2293.1793685009507,41.55931630189417,-106.28472815750969,111.96189925027306
K7ODX,39.83,-111.84,KD9DP,41.4188,-87.3458,2067.8295275426613,41.27722042973008,-99.74083471587439,77.1444951305196
K7OVM,45.506,-122.8933,KI8AF,46.5208,-87.375,2721.942002838352,47.409395751730344,-105.30251606512913,74.74280923409924
K7SH,46.1551,-123.2623,KI9DX,42.2521,-88.8375,2756.0116766544884,45.514592766838625,-105.46171716652954,86.52303837133343
K7SH,46.1551,-123.2623,KK6AYK,37.5208,-121.9583,966.1098012887816,41.8397852027929,-122.5662312976519,173.13767329832808
K7SV,39.5,-76.56,NM1A,26.2688,-80.2625,1510.9173541774003,32.89796328424294,-78.55011581081709,194.26912976748525
K7TP,39.2291666666667,-121.208333333333,KD0JHZ,41.7021,-91.6708,2501.494341453557,41.41805546550028,-106.71767232694702,74.14815315098508
K7TXO,47.7291666666667,-116.791666666667,K8TR,37.7292,-121.7083,1181.6063611595214,42.755306625014875,-119.44877214244562,201.567263952195
K7VEY,33.3125,-111.9583,K9GJN,42.5,-89.0,2248.4696494692757,38.466545259415774,-101.20705286384515,56.30751286552993
K7VIC,48.3542,-114.2917,WA6MNV,38.4896,-121.5292,1241.5726528036007,43.478612053064786,-118.2063865116436,210.61187741946685
K7VLX,34.5,-113.0,K4ZLT,35.6313,-82.4792,2769.4812468910854,36.038499494925134,-97.84792609282161,78.55998535527283
K7VLX,34.5,-113.0,KD6TVR,34.4313,-118.4625,500.7797192514016,34.496040993204566,-115.73237478922263,270.6731656399214
K7VNE,33.6021,-111.7125,W7GAB,47.7313,-122.3375,1804.7996715558518,40.78726371423681,-116.45776655422328,333.66045551526764
K7VNE,33.6021,-111.7125,W7OXN,44.1313,-123.0708,1525.9369809060124,39.00374935063344,-116.96852312465485,323.42600957508915
K7YMG,33.1458,-117.0417,NA9L,39.5625,-86.375,2822.4472792098704,37.348963993301155,-102.35649418256723,66.53218191014679
K7ZYV,30.4375,-88.875,K6XO,35.1813,-119.2125,2872.353940387108,33.74066181962301,-103.62895864208434,288.6582340349494
K8AA,41.9276,-84.1212,KA1JY,36.3542,-85.875,637.8812368761658,39.14418027592211,-85.0328412913432,194.27588730002287
K8AEX,41.1737,-80.6964,K1NOK,42.1813,-70.7292,834.8441652067429,41.78529340283161,-75.7519115903037,78.99269066944225
K8AEX,41.1737,-80.6964,KB0WLT,47.4375,-94.875,1322.869736644673,44.52477639079365,-87.40515032949324,306.51678038142427
K8AJI,39.0,-77.0,KE5OG,30.3604,-103.6625,2608.479070470089,35.41391251724068,-91.04084135085364,256.5672478275946
K8BL,41.6458,-81.375,CLESWR,41.4791666666667,-81.5416666666667,23.14299391603763,41.56251341627557,-81.45844077958442,216.8658485726773
K8CLA,39.1313,-84.4292,KA2KON,43.6458,-71.0417,1222.5644344011669,41.582791462170555,-77.96903063586814,61.45987149950554
K8CR,39.3542,-84.375,W3DNR,39.6458,-77.7083,572.7937304123765,39.54762543721239,-81.04865021827712,84.6375963832333
K8DID,43.969,-86.42,KB9VK,39.6042,-85.375,493.00379394034644,41.787782374607296,-85.87970477967615,169.5273207694097
K8EB,43.0313,-85.8208,AA5DE,30.5,-97.0,1709.2444817710784,36.89579263491232,-91.87038743925918,219.06454344803007
K8FER,38.4375,-82.2083,KM4VHX,38.2188,-77.4375,416.8164796105628,38.35231695590054,-79.8192988723147,91.8625317464793
K8GIB,39.8958,-83.9583,K7UOP,33.3896,-111.7125,2567.9308070798224,37.457306890482656,-98.43381755559997,262.42599182934515
K8GIB,39.8958,-83.9583,WA3UTC,35.6875,-78.7083,656.8595728336112,37.82075958268905,-81.25845995090329,133.77118279643537
K8GIB,39.8958,-83.9583,WU2V,35.5896,-77.3708,751.1377563019423,37.788521792045024,-80.56858776999513,127.52242607798917
K8HC,39.3688,-78.1125,NN4X,28.3125,-81.2083,1261.9755638771417,33.8502824043882,-79.7608696698159,193.9813065620115
K8IQ,41.5,-81.0,W5IR,30.0104,-90.1625,1519.68747067886,35.84172827343809,-85.91381041544555,215.70301983870527
K8JBV,41.5,-81.0,WZ2N,37.2708,-80.0417,477.4130573288009,39.38638168667352,-80.50632492428207,169.7597661191353
K8JH,43.1188,-85.5458,WA4UT,36.3125,-86.5417,761.5875047282109,39.71671097232514,-86.06834793753374,186.74445213703726
K8KDS,26.4104,-80.1625,VE2FXL,46.1042,-70.7083,2344.1099594864468,36.3489331715665,-76.03852116080435,18.459352215314482
K8LER,40.4604,-80.5958,NM4SH,37.1188,-76.3375,523.582988922702,38.80891244763236,-78.41671134422195,133.84118438861606
K8LLG,42.9792,-86.2083,K7ERD,37.5313,-120.8375,2978.3658203857585,41.56790121354335,-104.24241974328498,270.1059595860264
K8LLG,42.9792,-86.2083,VA3CTX,43.1458,-80.2917,480.9215746386017,43.10061706951206,-83.25402306124855,85.77396847248338
K8LLG,42.9792,-86.2083,W3QS,39.6104,-86.3708,374.83915664226885,41.294828545120424,-86.29164867063008,182.1295159466821
K8LS,30.3958,-97.7917,AG7NT,43.6875,-116.625,2221.5426570105974,37.413159484038445,-106.37283619872765,316.9050671121962
K8LS,30.3958,-97.7917,N5SLY,33.6104,-96.5958,374.80360380879813,32.00450187634772,-97.20423601316985,17.195242581606635
K8LSB,41.7866,-72.7592,KK6YA,35.6042,-78.7083,859.2438270274549,38.73302715783804,-75.8625393824431,218.80903041581266
K8MC,34.5,-85.0,KK4CB,37.3188,-79.5208,584.4325760613286,35.940521050231276,-82.30924651531943,55.991733602014165
K8MGA,32.5,-97.0,WD4AH,29.8125,-82.5416666666667,1406.6619481280686,31.35904129691545,-89.66776410069967,98.43478502633388
K8RCT,44.711,-85.7411,KR4HU,40.2292,-75.4583,978.5383682536298,42.58501701098913,-80.41504266310424,117.02512838729831
K8RCT,44.711,-85.7411,WC1W,43.6458,-72.2917,1077.806247051454,44.37609152228258,-78.95537504714505,91.57536842714615
K8RFI,43.1458,-85.7083,KD8ZLQ,39.8125,-84.4583,384.9829610800622,41.48084048725181,-85.06722202003616,163.89035904423235
K8ROK,40.7313,-82.7875,VE3LTG_W4,27.7292,-81.5417,1450.2504226695778,34.23181533937335,-82.11630395077185,175.10803047262334
K8RQX,42.5625,-83.5417,KG5JIM,29.5688,-90.6958,1579.95160755202,36.11847060919989,-87.41580722972559,206.18654139192097
K8RQX,42.5625,-83.5417,WB6BEE,37.27,-76.7,828.1766602126442,39.9664711168042,-79.98841861944163,133.00161163904568
K8SAS,41.4375,-81.625,N8CWU,39.9313,-83.1875,213.0838324137705,40.68703276397111,-82.41507876078396,218.7024760454735
K8SD,42.8104,-89.6292,K0GUZ,39.1042,-108.5417,1636.869313792427,41.34541021701541,-99.35344166782052,261.81639705360584
K8SD,42.8104,-89.6292,KB9BVL,37.0208,-88.7083,648.5346957110394,39.91650893789105,-89.14927078427871,172.7454705988015
K8TB,42.8958,-85.875,KM4JNT,38.8104,-77.7208,822.0292956820417,40.9248770066881,-81.6719309203593,120.79840074848278
K8TB,42.8958,-85.875,VE3CRO,42.2688,-82.4292,290.58307517488976,42.59520778818971,-84.14343407432533,102.71108111009676
K8TR,37.7292,-121.7083,KK6DA,34.1188,-118.2792,506.3783095228243,35.936184745100334,-119.9545870622272,141.4155009610908
K8WDA,38.9521,-84.5375,KC9UQR,42.5,-89.0,544.8581587286819,40.747522756254014,-86.70922607162547,317.8104858590498
K8WDA,38.9521,-84.5375,W4GE,32.8188,-79.8625,801.2643310153808,35.908069462228696,-82.10934687063313,146.90337002468812
K8WHA,40.2396,-75.2792,WQ5C,29.7708,-98.125,2373.993142658627,35.543357400861765,-87.4448207606135,247.7735680264471
K9ABN,41.1875,-87.875,AB0GT,38.0208,-90.7083,427.619640673745,39.61274849396441,-89.3240562100489,215.49283914307512
K9ABN,41.1875,-87.875,KD9FOF,42.5208,-88.375,153.9303287014061,41.85442103668468,-88.12239413915773,344.5600608316222
K9ARZ,41.9375,-88.2917,AG1T,41.6875,-111.875,1948.5208224975647,42.4204146694004,-100.10669176980257,277.12014006239167
K9ARZ,41.9375,-88.2917,KE4BCN,39.1396,-78.2792,900.8086023651447,40.64670468507589,-83.18062240267554,106.87976173769505
K9ATG,39.8542,-89.625,W9RN,42.8958,-88.0417,363.0780441855574,41.377711293175715,-88.85186445922872,20.81661962622843
K9AVT,41.4375,-106.7917,KK7RT,33.3542,-111.4583,988.4413470335933,37.41871511447173,-109.25109921602822,206.08975709228147
K9AVT,41.4375,-106.7917,VA3RLC,45.1458,-76.0417,2507.0813934492903,44.33375994983162,-91.89717237308759,70.13366881249743
K9BAY,40.5,-87.0,WA2SQQ,40.9021,-74.1125,1086.3448740888102,40.88064862914691,-80.57578176159348,83.44096593465008
K9BPS,44.3542,-88.125,W8OTR,40.5521,-81.9125,661.8706079203283,42.49506905817675,-84.92433704788537,127.5429993345104
K9BPS,44.3542,-88.125,WD5EED,34.8125,-90.0417,1073.5388338395721,39.58726749800085,-89.14948544023235,189.42402273305163
K9CT,40.6458,-89.875,K6AMS,34.2104,-117.1208,2498.5224966496944,38.21855164649284,-104.09531874594948,262.1323497921146
K9CW,40.2381,-88.1307,KB3WUC,40.7708,-75.2917,1086.150878082592,40.6825093982674,-81.73679907000013,82.71000962139885
K9DEB,42.1896,-88.0792,N2PPI,40.6521,-73.5208,1224.344659044369,41.65094706166685,-80.71336035944533,93.14291321683197
K9DLI,42.2521,-90.2708,K9DD,38.8813,-90.0958,375.1069671622734,40.56673298655022,-90.18109587354252,177.68426595952826
K9DLI,42.2521,-90.2708,KK4BZ,38.8542,-77.625,1131.8980232582694,40.72581359533319,-83.78676754293161,105.27756259103893
K9DXR,40.4604,-87.6708,WW1WW,43.3813,-71.7125,1357.3645557737682,42.197936818164244,-79.87550031412263,70.91594498572573
K9EEI,39.8125,-88.2916666666667,N5GAH,32.5,-103.0,1547.7073220068098,36.38148345046233,-95.99111631848822,242.89859644477306
K9EEI,39.8125,-88.2916666666667,WB2SNJ,39.5625,-74.375,1189.9570121099473,39.89579484231423,-81.32067332119641,86.8741182225167
K9EL,42.5,-89.0,N6KP,37.8021,-120.7375,2730.887413954896,41.25019881371175,-105.43234700634794,269.71321494172673
K9EQ,45.2708,-93.2083,WV9L,39.5188,-89.2625,716.7599264843195,42.41168152449047,-91.14487700352835,151.7816294226758
K9FE,41.7688,-88.2458,AF7Z,40.3125,-111.7083,1968.2751332519158,41.64036989701936,-100.10868741441904,273.12618539270323
K9FE,41.7688,-88.2458,KI4US,32.9792,-84.2083,1040.1021323979433,37.39110152814032,-86.10849145765383,158.6907612698493
K9FLP,40.5,-89.0,AD9P,44.8542,-89.625,486.8487708885351,42.6775241863252,-89.30154617123551,354.18646251933905
K9GEM,29.8125,-95.2083,VE2LG,45.6563,-73.5625,2577.975916242555,38.227316531989445,-85.56472365178065,40.91140237245759
K9GJN,42.5,-89.0,KW4RTR,33.2708,-86.9583,1041.6702449931263,37.88979059516044,-87.91503228252823,169.45564977247705
K9GVM,35.3896,-82.6375,KJ4YEM,30.6813,-87.1958,674.0839420499217,33.05616121925235,-84.97761258242515,220.3303468151563
K9IA,28.9792,-82.0417,KQ4FB,35.5396,-82.8375,733.3019626592182,32.26002281414984,-82.42520577343667,354.3525903981729
K9ID,42.1604,-87.9625,K9JM,39.1042,-121.0417,2794.3739421940268,41.83167598093554,-104.89157787279264,274.2005399745627
K9IJ,42.1896,-88.0792,NS6E,37.3958,-122.125,2937.0894261741414,41.0581035745771,-105.71369893360611,271.0156509549106
K9IMM,42.8958,-89.7917,K2UO,40.2896,-74.0458,1338.9745421333387,41.86212848060966,-81.75878100359283,97.15581451564537
K9IO,42.2813,-87.9625,KN4XJ,37.6458,-77.5417,1025.7700589034207,40.08024884555798,-82.57488418043614,116.69964084621097
K9IR,42.114,-88.1193,KB0PPQ,39.1458,-94.7917,652.3887545259769,40.677910370789,-91.52974593960847,241.82895398133135
K9IR,42.114,-88.1193,KD2A,43.0208,-76.0417,993.3264543533933,42.72626709737082,-82.12455638306176,80.10720520993226
K9IRK,41.6042,-86.7083,WW3A,29.0813,-81.3458,1474.1636183250448,35.372189497570275,-83.81827285251742,159.13611970811394
K9JM,39.1042,-121.0417,W9TVX,37.3896,-122.0792,211.08315068220003,38.248041567008705,-121.56656893508848,205.7403080989017
K9JO,45.5,-119.0,KC1BB,32.8542,-112.125,1524.4655862374125,39.22722403465228,-115.25173374146739,154.8946431094031
K9LZJ,39.8125,-85.7083,K9DD,38.8813,-90.0958,391.18184755219016,39.36749674789537,-87.91667305630133,256.051593603597
K9MDI,32.5,-97.0,W1TMG,41.5604,-70.5458,2542.1321498428447,37.77077407877568,-84.57779708087008,59.090419109175684
K9MDW,41.5688,-87.8375,W1BFA,44.2708,-70.375,1450.3746751166443,43.252823420493144,-79.2992267944071,72.18806606251292
K9NHP,42.4792,-96.375,VE6CSX,51.1396,-114.1625,1654.29222041182,47.15282178058368,-104.54559521577156,311.71009119242933
K9NP,45.7896,-89.1625,KD6TVR,34.4313,-118.4625,2771.8744696635363,41.03920063692313,-105.06702446186021,253.27252337044737
K9NP,45.7896,-89.1625,KG4Y,39.1875,-78.125,1163.4758943407091,42.620791430556174,-83.35128659849146,125.20481221076705
K9NP,45.7896,-89.1625,WA6PEL,34.2292,-118.9583,2821.9156951012374,40.969551381334924,-105.35534469231088,253.45400788920585
K9NR,41.1042,-87.7917,N4JBB,35.6604,-81.2125,833.325046772986,38.428231942434785,-84.37808635043118,134.45942153271608
K9NU,41.6359,-88.6724,KA7DRR,47.6813,-122.3792,2726.0051560877073,45.91250004812206,-104.62020103570725,295.78757802262123
K9NW,41.5,-85.0,AB0YM,39.5896,-105.0125,1700.406751245847,40.97902648756507,-95.15043357394654,269.4561305139487
K9NW,41.5,-85.0,K5HX,30.1896,-95.4208,1567.0839964721465,35.956907939547065,-90.5841560552463,219.94637403905116
K9NYO,41.5104,-87.9792,VA6QAS,50.9792,-114.0417,2247.2226985652214,46.98528994721214,-99.86357175925954,306.8006698676844
K9NYO,41.5104,-87.9792,WA2VCQ,27.8396,-82.7792,1591.92393850816,34.70242536961741,-85.16345000952212,161.08901187379047
K9O,39.76,-104.87,KE0PDU,39.6896,-104.8792,7.867564631937725,39.72480009076702,-104.87460234828862,185.74248566206856
K9OHI,32.8542,-80.0417,KB0WLT,47.4375,-94.875,2046.5730734666079,40.38046374221563,-86.65347433063513,326.74003540658794
K9PGC,30.4688,-86.6708,K9SQU,42.8813,-87.9958,1385.2034805179414,36.67687282085321,-87.27964672702403,355.49483526622413
K9PGC,30.4688,-86.6708,WA8AHZ,38.8188,-77.2875,1263.0080155392764,34.733560071333116,-82.21632335933691,40.164706760712875
K9PPY,41.9784,-88.0179,W0GJT,39.1104,-108.5292,1757.8034251747865,41.000566505141926,-98.49553910672635,266.39412186302235
K9RJO,42.1875,-88.4583,AIRSPYPLUS,30.3542,-94.2917,1414.9872501400312,36.30607649405064,-91.59699213705258,203.4627340840869
K9RJO,42.1875,-88.4583,KR4V,38.4896,-78.8625,910.5858168156692,40.43773546822801,-83.52856210092786,113.65054715614775
K9RO,42.5862,-88.0165,N2UZ,28.9104,-81.9875,1613.9393965073182,35.78564550796788,-84.74154941599835,158.47837318820712
K9RU,39.7688,-86.1125,K8ZTT,39.3542,-104.7083,1591.923222324775,39.93402477943001,-95.43843840804608,274.31100156235317
K9RU,39.7688,-86.1125,K9IMM,42.8958,-89.7917,463.87216508441145,41.34693974738077,-87.90792243567383,319.74194390976066
K9RU,39.7688,-86.1125,N4APO,36.1813,-76.4708,933.8412056071925,38.07352198420025,-81.17352257442843,112.24013624041379
K9TA,39.5,-87.0,K1BIF,44.5313,-73.1458,1271.6979028170679,42.224145071886674,-80.34842064871829,59.41465886152474
K9TA,39.5,-87.0,KF0RQ,40.1688,-105.2125,1554.153142005604,40.192254949814995,-96.06153743798986,278.5771796744699
K9TA,39.5,-87.0,KM4CQG,27.4792,-82.625,1396.359258445876,33.50873046775507,-84.66004291227442,161.8642129229171
K9VEG,38.6957,-77.4676,W0WWT,40.4604,-99.2375,1871.273667556129,40.08963998851448,-88.21228253706472,282.91745674623735
K9YT,43.0104,-89.4208,WA7RDK,47.7521,-122.6125,2624.178067444783,46.59713987160115,-105.30021769116006,293.16547399124045
K9ZJ,43.0188,-88.2875,N6ZDH,37.7313,-121.4208,2848.2013034190427,41.575656629928254,-105.52333487042394,269.4143144792577
KA0KVW,38.9375,-104.7917,KK4E,33.8542,-84.375,1908.027443070192,36.8330548294592,-94.24573994753774,100.90562434957445
KA0KVW,38.9375,-104.7917,VE2WU,45.0048,-73.9212,2622.26078402367,43.016966892759434,-90.11053966729017,65.06754131772777
KA0RGT,39.9375,-105.2917,W1QG,37.2708333333333,-122.041666666667,1483.0408508633259,38.903930481762124,-113.82343462582857,263.815757306564
KA0UNB,41.3021,-96.1125,VE9FI,45.5188,-65.8292,2475.3524776309364,44.42064423896906,-81.5107897957828,68.85827475000315
KA0ZOZ,43.4396,-95.3208,KD7TQK,35.8958,-106.2917,1257.148553647091,39.79658902772026,-101.10706291316713,231.84907540822763
KA1BNE,44.6875,-70.125,AK0L,34.9792,-85.2083,1675.676891803661,40.077150245988385,-78.20399126129047,235.0929248771967
KA1JY,36.3542,-85.875,VE6WZ,51.0833,-114.083,2768.603555034042,44.58140580432445,-98.20032874281563,315.14863036244276
KA1YQC,42.0813,-71.3792,NY3C,39.6458,-75.7083,453.63037811509884,40.88377964429051,-73.58357434207629,234.7864987994639
KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,1496.7322897884499,34.362755426433914,-78.00333807958522,209.34043896428994
KA3JVW,39.1414,-77.0598,KB0VYG,41.3604,-96.1458,1635.0215238655285,40.64497388823425,-86.44487249107094,284.78240896555127
KA3LOC,39.2409,-94.8957,KD2CYU,40.5021,-74.8625,1711.6851082662604,40.305037193027836,-84.9721378681281,78.89794911522813
KA3LOC,39.2409,-94.8957,WB2MKX,26.5,-81.0,1916.5455885543897,33.06223023367845,-87.44413724224523,133.50284960878525
KA3NVP,40.5754,-79.722,K5KVN,36.2292,-94.2083,1349.6499660912796,38.62576423372124,-87.18417690801668,253.67499294212763
KA3U,39.0749,-77.0646,K9AN,40.1041666666667,-88.125,954.018956247906,39.72085831250163,-82.55359346747328,280.3951838923589
KA3U,39.0749,-77.0646,WA5TXY,32.8896,-97.2125,1933.79417955131,36.4058289464855,-87.53785877581558,255.39742571076357
KA3UNQ,39.0069,-76.6637,KC0BRA,40.8188,-73.8292,314.6672874197721,39.92147594598409,-75.26520100051651,49.28973930280097
KA3UNQ,39.0069,-76.6637,VE2SG,46.8896,-71.2958,978.781256389419,42.979484556780136,-74.15200366757132,24.695073448870858
KA4ANA,36.1313,-85.2375,KJ4QDZ,30.4104,-87.4292,667.9109429036596,33.27565208471525,-86.3692818319252,198.3716147531502
KA4DOC,31.5,-85.0,KE0JJD,42.0521,-93.8708,1412.7178931875228,36.85809907145948,-89.12864461367751,328.62474841412364
KA4DTL,27.3125,-82.4583,KC2VJW,39.8541666666667,-105.375,2528.021072912488,34.114017633424815,-93.06936232636299,309.33232115812297
KA4DTL,27.3125,-82.4583,WA4GDU,37.8542,-87.5417,1264.6699328609534,32.608856250529136,-84.85004033555047,339.2209273714144
KA4DTL,27.3125,-82.4583,WW1TA,32.8813,-79.7875,670.3335976302038,30.103647436971755,-81.16055086670349,21.876648239064195
KA4EMK,28.5,-81.0,K3TTT,41.5,-77.0,1490.2633641222344,35.016301279976915,-79.15962156742654,13.026370853619028
KA4EMK,28.5,-81.0,WA4YWM,40.4313,-75.3375,1423.7940620456748,34.498140322710384,-78.37199272256802,19.80882639427
KA4I,37.2069,-87.18,KF6FOH,38.7396,-121.2458,2973.6695267736077,39.226043810100855,-104.02963749668642,283.84588923786816
KA5DWI,34.5625,-112.2917,W0TDT,38.7521,-104.8792,808.3925206810677,36.71472693724851,-108.68648095960215,52.66071990469868
KA5DWI,34.5625,-112.2917,W9NED,38.5521,-86.4625,2341.1856960783794,37.2617128470007,-99.71640361142518,71.51631014420593
KA5GTM,39.4375,-103.9583,KPH73,38.1041666666667,-122.958333333333,1650.7707821918939,39.157656874253234,-113.54792527382534,270.8865343796145
KA5HRF,30.3652,-97.0474,KI0E,43.4896,-116.6125,2260.0543596208163,37.32819735817953,-105.97592690617812,315.61678949432354
KA5IAU,29.5313,-98.5474,WB1ASL,44.4813,-71.5625,2894.4144968664837,37.77214387911018,-86.41426108070067,47.53790742966589
KA5JTM,29.0208,-95.9583,K4KE,38.1042,-85.875,1374.084808379946,33.664608970511985,-91.18303574448943,40.071901814947466
KA5JTM,29.0208,-95.9583,N4ESI,28.0208,-80.5417,1509.2373405527985,28.739527688438336,-88.21322196189904,90.49878078275441
KA5M,32.4375,-93.7083,N0BUI,44.0396,-91.6458,1302.4870163722064,38.24303305226669,-92.75961864674304,7.32133699333599
KA5M,32.4375,-93.7083,W5MCO,35.1521,-106.5792,1226.059932263591,33.96237043587651,-100.04126221737602,287.7727075210432
KA5TPJ,31.3125,-90.4583,K4NDN,38.4104,-78.6125,1336.4203798368217,35.00515150381355,-84.79220598025633,50.576155515013454
KA5TPJ,31.3125,-90.4583,N6IC,34.1396,-118.4208,2626.3092341763645,33.514315189935274,-104.2133337370014,284.38546286130367
KA5VMF,30.0625,-93.7917,N4OVQ,34.5208,-82.7083,1152.8040503124055,32.41291669619173,-88.38675134501919,61.65842710462283
KA5WWW,35.2292,-92.9583,AA2UP,32.3542,-106.7083,1309.0173389356999,33.98301774890779,-99.9493156131258,259.7820210191967
KA5WWW,35.2292,-92.9583,W8RD,28.0188,-82.7708,1252.9732006341942,31.725164388043094,-87.66640215071031,126.95903576599255
KA6LEX,33.6042,-117.7083,KC9SS,42.9688,-88.0375,2772.9643944758704,39.23063895943423,-103.85397566422861,59.21268145640073
KA6RWL,47.9792,-122.375,WD0U,38.8521,-90.2875,2758.7677709523737,44.54622558897735,-105.08710727638703,99.6368922325064
KA6TYA,34.0208,-117.875,KE5SF,35.4521,-93.4708,2230.0136135033717,35.351884867827486,-105.7802096305663,78.95460342843995
KA7T,43.5896,-116.4208,AD0SN,45.0208,-92.875,1873.7423719040694,44.91410531843944,-104.7934766562177,76.93011302719219
KA8CLN,42.3688,-83.3792,W4DTA,35.0521,-89.6708,979.0916057437969,38.752510405556635,-86.68636032850372,215.87849049812624
KA8GFB,39.1104,-84.5792,AG7OB,32.6458,-114.375,2765.335284132631,36.8116114282809,-100.09971486467043,264.217572259053
KA8MMI,38.8396,-94.7792,KC8JNV,41.1458333333333,-96.2083333333333,283.86261689060177,39.99491010384797,-95.48170031624427,335.060426381959
KA8TBW,41.8958,-86.2083,AI4RY,32.6041666666667,-85.4583333333333,1035.2999384848993,37.25057230518849,-85.81014470666635,176.0920769185542
KA9CCH,41.5,-89.0,W3CDE,33.8813,-84.1292,948.9841240815905,37.71563584893154,-86.43923679761397,151.6409084230072
KA9FCZ,38.7239,-88.0756,W8EH,39.5021,-84.3708,331.1145736009643,39.1276601182283,-86.23343178008996,73.68831577653947
KA9VRX,37.8958,-87.9583,N5JAR,33.1104,-96.6875,951.9505886462385,35.58173761918409,-92.45325292410554,238.64288957616503
KB0HL,38.8125,-91.0417,VA6TDG,51.0208,-113.9583,2242.3297971527227,45.48666860919237,-101.261821015817,314.7229933751567
KB0RTQ,42.5021,-94.1708,WB2WDC,43.1104,-77.5458,1355.7073040604434,43.1080313254033,-85.89945984611516,81.49491783540287
KB0VER,38.5208333333333,-89.9583333333333,N9LF,40.4104,-86.8708,338.18375881629356,39.47582167128216,-88.4355323546376,50.62129081346785
KB0VER,38.5208333333333,-89.9583333333333,WA6JRZ,37.5896,-120.8458,2693.660425075765,39.082218877229856,-105.50276896525263,277.525509014752
KB0VHA,39.5,-105.0,KK7YJ,46.5,-115.0,1124.027827708346,43.10861410555331,-109.71410091946943,317.0755552037023
KB0VHA,39.5,-105.0,NM4O,34.7604,-79.4708,2315.324786937288,37.82179852817999,-91.82870144595942,95.10126045883874
KB0VYG,41.3604,-96.1458,WB2DHY,37.3396,-77.9625,1622.6876789200571,39.705299111025475,-86.79025501560669,100.03048657383715
KB0VYG,41.3604,-96.1458,WB4EHG,26.0604,-80.3708,2233.75037572598,33.96025302458239,-87.54701176199232,134.68092778517064
KB1EFS,42.1003,-71.4082,KF5BA,30.3604,-89.1625,2051.7613955486863,36.558225281063415,-80.95942961925081,236.23379735839214
KB1EFS,42.1003,-71.4082,W4STV,28.5,-83.0,1838.2869585704893,35.43776276573599,-77.69511730477987,218.35845306330626
KB1TSE,41.6188,-70.4375,K9TM-4,46.48,-87.66,1474.9550855276943,44.37350332997497,-78.69247449423419,297.30354201792534
KB2M,29.5688,-81.2125,K3EJJ,39.2604,-76.7958,1150.8797963414006,34.43438348369405,-79.13247437555034,19.38306240201115
KB2M,29.5688,-81.2125,N0JQ,42.0521,-93.8708,1792.9353856849755,35.97577546984102,-87.04018374681303,324.1335181649743
KB2SDA,40.6896,-73.9292,W1LEM,41.7604,-70.0792,343.2567760719595,41.241031199452166,-72.01996769474005,68.44441612692765
KB2SDA,40.6896,-73.9292,WD8QLY,42.9375,-82.5416666666667,755.8352104279221,41.894025398759695,-78.15971683266854,292.1396473595522
KB2ZPB,40.8021,-73.1208,KJ3N,39.8188,-75.5125,230.38115333329083,40.316606615918566,-74.32535706628882,242.44610016596496
KB3AII,39.8542,-76.5417,K9IMM,42.8958,-89.7917,1154.7168799126978,41.565376897632795,-83.01107600775178,291.3275731856054
KB3BYW,40.3958,-79.9583,KB4DPH,28.0313,-82.7208,1397.9230081946919,34.22125058853058,-81.44130218953022,191.27099180999275
KB3DHE,41.4792,-75.625,KM4FTK,38.8542,-77.5417,334.2267062035992,40.17064928092741,-76.6018851298347,209.78321323346742
KB3MOW,41.8104,-78.2708,N0AMP,38.9604,-104.7708,2257.6074826015342,41.14956662042514,-91.80627854382021,270.78327061619393
KB3MP,41.5,-81.0,K5PS,33.1104,-96.0958,1624.9303734440068,37.545081175240355,-88.972154683365,239.84171159580507
KB3PQT,40.2666,-76.979,VE3ON,44.3542,-79.7083,506.8318332908902,42.31848223170154,-78.29931265485907,334.6313009592721
KB3QEM,40.6875,-76.2083,N4JPG,34.1458,-77.875,742.1032690684042,37.41956921300868,-77.0780867778684,191.95374273798623
KB3TC,40.1875,-74.9583,W4BAI,29.8396,-85.2958,1484.4215681934652,35.12289039084427,-80.4558174533602,222.38755219651415
KB4AUK,33.8958,-83.625,TG9SRP,14.6875,-90.4583,2243.6987879908124,24.329668831504826,-87.30289565566693,199.49121434809175
KB4CIA,27.4021,-82.5292,W8KFW,41.4688,-81.6708,1566.101452095483,34.4361943875661,-82.13630631656712,2.644010735425752
