date,call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,tfreq,sn,smode,ssrc,pthlen,latcen,loncen
2018-12-15 13:50:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 14:20:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 15:10:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 17:20:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 19:10:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 21:20:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 21:40:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
2018-12-15 21:50:00,K5VI,31.7708,-106.375,VA3SQ,42.9771,-79.2375,14.0,,Raytrace,iri2016,2685,38.15461569874646,-93.84238784370257
