date,call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,tfreq,sn,smode,ssrc,pthlen,latcen,loncen
2018-12-15 13:40:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 13:50:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 14:00:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 14:10:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 14:20:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:00:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:10:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:20:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:30:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:40:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 15:50:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 16:00:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 16:10:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
2018-12-15 16:20:00,KA2UQW,40.3009,-74.0143,W4HDJ,28.3125,-81.4583,14.0,,Raytrace,iri2016,1496,34.362755426433914,-78.0033380795852
