date,call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,tfreq,sn,smode,ssrc,pthlen,latcen,loncen
2018-12-15 15:40:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 15:50:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 16:00:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 16:10:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 16:20:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 17:40:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 17:50:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 18:00:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 18:10:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 18:20:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 19:40:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 19:50:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 20:00:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 20:10:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
2018-12-15 20:20:00,K0PWS,38.6042,-90.2917,AB2WB,42.4396,-76.4958,14.0,,Raytrace,iri2016,1239,40.72742516003475,-83.59212135215603
