date,call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,tfreq,sn,smode,ssrc,pthlen,latcen,loncen
2018-12-15 14:40:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 15:30:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 17:30:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 19:40:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 20:20:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 21:40:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 21:50:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 22:00:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 22:10:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
2018-12-15 23:00:00,NE1B,42.8125,-71.375,KN5X,30.7291666666667,-97.7083333333333,14.0,,Raytrace,iri2016,2686,37.50069880865002,-85.60167881548676
