date,call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,tfreq,sn,smode,ssrc,pthlen,latcen,loncen
2018-12-15 16:10:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 17:50:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 18:00:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 20:40:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 21:40:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 21:50:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 22:00:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 23:40:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
2018-12-15 23:50:00,WA5VXI,35.8125,-95.0417,AG7HY,44.5,-123.0,14.0,,Raytrace,iri2016,2549,41.003646442953674,-108.1067870540542
